id,left,top,mean_x,mean_y,mean_ndvi,stddev_ndvi,ndvi_water,ndvi_sand,ndvi_wasteland,ndvi_grass,ndvi_argoforests,ndvi_forest,mean_ndwi,stddev_ndwi,mean_ndbi,stddev_ndbi,mean_ui,stddev_ui,mean_laterite,stddev_laterite,mean_biotite,stddev_biotite,mean_fe3+,stddev_fe3+,mean_gossan,stddev_gossan,mean_fe2+,stddev_fe2+,mean_elv,std_elv,average_jan,average_feb,average_march,average_april,average_may,average_june,average_july,average_aug,average_sep,average_oct,average_nov,average_dec,annual_temp,average_jan_rain,average_feb_rain,average_march_rain,average_april_rain,average_june_rain,average_oct_rain,average_nov_rain
3556,73.41,36.81,73.385,36.785,-0.046520691,0.029383927,402,307429,2971,4,0,0,0.778163871,0.301992786,-0.778163871,0.301992786,-0.804729059,0.27401002,1.205019755,0.069467118,0.832428396,0.046016408,1.07258116,0.034959857,0.173458363,0.313580588,1.078563702,0.23095752,4759.861215,167.9264678,-23.2,-17.33,-11.05,-4.55,-0.71,2.39,6.71,8.52,1.88,-6.99,-13.58,-20.66,-6.55,0.001496771,0.00093331,0.001099638,0.002877576,0.001520424,0.001054711,0.002191078
3561,73.66,36.81,73.635,36.785,-0.042601172,0.046013957,5804,295655,8529,809,9,0,0.578439702,0.329892468,-0.578439702,0.329892468,-0.599110474,0.332387467,1.124124534,0.124851925,0.900770384,0.101581377,1.029058577,0.052994338,0.338364703,0.380183011,1.295250253,0.32433547,4487.520324,272.2541378,-23.86,-16.45,-9.79,-2.53,0.81,6.68,10.03,11.73,2.88,-6.02,-11,-20.02,-4.79,0.001454021,0.000992014,0.00108785,0.002979126,0.001551194,0.00100343,0.002255881
3863,72.26,36.76,72.235,36.735,-0.050495144,0.018750193,987,310339,38,0,0,0,0.825642399,0.162893703,-0.825642399,0.162893703,-0.835047372,0.143684894,1.050554207,0.093900321,0.959188153,0.082336879,1.039541373,0.032400666,0.099838774,0.135588713,1.061577222,0.111675663,5021.698726,444.7337138,-24.7,-18.12,-12.88,-5.37,-0.78,2.14,5.04,8.05,4.38,-9.1,-14.94,-23.19,-7.46,0.002276198,0.001314443,0.001442223,0.00407241,0.00147945,0.001569139,0.002596317
3868,72.51,36.76,72.485,36.735,-0.048074537,0.028004018,4378,306833,151,2,0,0,0.715147833,0.295123393,-0.715147833,0.295123393,-0.736819864,0.274216152,1.114663192,0.10369376,0.904701957,0.083729168,1.047565069,0.043466184,0.203600609,0.274609432,1.145805295,0.248270319,4666.014864,467.2487126,-20.89,-14.39,-8.63,-2.96,1.81,6,10.32,13.75,8.3,-4.47,-8.56,-19.18,-3.24,0.001820011,0.001167994,0.00127566,0.003424314,0.001559908,0.001354614,0.002424728
3873,72.76,36.76,72.735,36.735,-0.010488785,0.092561704,462,268873,23657,15552,2676,144,0.643416837,0.362646861,-0.643416837,0.362646861,-0.67767873,0.333836416,1.178332113,0.102688354,0.8550748,0.074363336,1.063781169,0.05088118,0.360629617,0.519302952,1.195912694,0.313391746,4430.307595,398.6313083,-20.97,-14.39,-8.99,-1.24,4.7,12.47,16.87,23.03,13.57,-2.56,-6.5,-18.69,-0.22,0.001485267,0.000977166,0.00101486,0.002568219,0.001478621,0.001049109,0.002022827
3878,73.01,36.76,72.985,36.735,-0.035903573,0.036847643,390,306368,4606,0,0,0,0.551101283,0.373622308,-0.551101283,0.373622308,-0.571555864,0.360173117,1.085973844,0.096086943,0.927866035,0.08019006,1.050214861,0.049944048,0.385041431,0.431079866,1.312293714,0.374598888,4829.082554,385.6337393,-22.64,-16.16,-9.36,-2.86,3.51,10.83,15.2,17.24,10.04,-5.53,-10.17,-20.16,-2.51,0.001675048,0.001058398,0.001168349,0.002898872,0.002056249,0.001363818,0.002254652
3883,73.26,36.76,73.235,36.735,-0.058571447,0.020731969,2587,308760,17,0,0,0,0.850037544,0.180501175,-0.850037544,0.180501175,-0.859512564,0.176759788,1.121220372,0.078904311,0.896517902,0.066033868,1.035263743,0.024013551,0.089267192,0.153833089,1.055927853,0.149982305,5217.029749,300.0955875,-26.43,-20.35,-14.45,-7.2,-2.87,0.71,2.3,5.08,-1.57,-11.88,-17.12,-24.19,-9.83,0.002216322,0.001596607,0.002170668,0.005271771,0.002509683,0.002263035,0.003865667
3891,73.66,36.76,73.635,36.735,-0.046430893,0.028256535,2064,307496,1246,0,0,0,0.756498169,0.278315843,-0.756498169,0.278315843,-0.761943656,0.281765806,1.093896032,0.110192191,0.923712991,0.095499244,1.048716241,0.042090963,0.173754593,0.267248353,1.131454798,0.260967841,4940.483385,294.4483717,-25.27,-18.46,-12.76,-4.57,-1.2,3.5,8.16,8.54,-1.07,-10.04,-15.6,-22.44,-7.6,0.002107568,0.001621248,0.002034206,0.005271585,0.002524389,0.002042551,0.003740259
4193,72.26,36.71,72.235,36.685,-0.053502603,0.016850233,1290,309500,16,0,0,0,0.848514218,0.095980561,-0.848514218,0.095980561,-0.852574532,0.084265681,1.023279956,0.080820519,0.982911816,0.072146343,1.032433351,0.023818561,0.078008018,0.070001207,1.051336235,0.060108875,5152.638429,402.964898,-27.23,-19.67,-13.03,-6.43,-2.04,0.55,3.14,5.24,0.04,-10.85,-16.08,-25.11,-9.29,0.002276016,0.001360497,0.00148452,0.004240249,0.001432281,0.00159038,0.00263597
4198,72.51,36.71,72.485,36.685,-0.020709349,0.040370554,1341,297601,11790,74,0,0,0.509438653,0.388230369,-0.509438653,0.388230369,-0.543024169,0.370389301,1.144031164,0.097695485,0.880195492,0.073593041,1.075952716,0.045335703,0.438816143,0.439388043,1.314672271,0.364818375,4440.436698,457.1339523,-20.05,-11.94,-9.14,0.32,3.91,8.87,12.33,13.57,9.67,0.54,-4.88,-15.42,-1.02,0.001814509,0.001215682,0.001316937,0.003516157,0.001564177,0.001354551,0.002467138
4203,72.76,36.71,72.735,36.685,-0.01996538,0.051044073,1576,283942,24618,669,1,0,0.522436407,0.386378958,-0.522436407,0.386378958,-0.559985554,0.365904872,1.161440448,0.083302106,0.865223323,0.059555355,1.093731459,0.065310431,0.436936642,0.45756544,1.283483491,0.334923311,4566.487037,258.972431,-21.67,-14.81,-8.66,-2.54,3.15,10.44,14.74,19.1,11.41,-3.65,-7.65,-19.73,-1.66,0.001468387,0.001013048,0.001044043,0.002595544,0.001487729,0.001033649,0.00204836
4208,73.01,36.71,72.985,36.685,-0.047615812,0.028854775,1521,308242,1043,0,0,0,0.738279055,0.278408722,-0.738279055,0.278408722,-0.744164945,0.276034193,1.057441652,0.073597975,0.950156593,0.06506167,1.041392187,0.040032242,0.186326487,0.273350672,1.148624093,0.252210106,5227.021969,410.9513885,-25.6,-19.5,-13.76,-5.63,-0.9,3.25,6.61,8.36,1.5,-9.82,-16.64,-23.2,-7.94,0.001720546,0.001135351,0.001238507,0.003086907,0.002243407,0.001472166,0.002374387
4524,72.31,36.66,72.285,36.635,-0.041082412,0.029748752,1487,307250,1995,74,0,0,0.608623579,0.328589782,-0.608623579,0.328589782,-0.646607627,0.297730919,1.140919319,0.069462727,0.879897171,0.056407258,1.034321667,0.04384065,0.29346187,0.307829853,1.229816928,0.278313976,4263.183774,438.3170463,-15.95,-7.21,-1.5,2.38,8.81,17.95,21.87,26.71,19.53,6.95,2.37,-12.39,5.79,0.002276016,0.001360497,0.00148452,0.004240249,0.001432281,0.00159038,0.00263597
4529,72.56,36.66,72.535,36.635,0.127571669,0.173565993,61,120564,135850,21640,9848,22843,0.117135255,0.19835384,-0.117135255,0.19835384,-0.23240819,0.199293138,1.295856097,0.171309728,0.782023384,0.079452819,1.024093068,0.089702006,1.14486268,0.459842002,1.643973443,0.192172018,3513.584172,440.6916676,-13,-6.95,2.71,12.52,18,26.6,28.51,31.36,22.42,12.81,4.6,-10.48,10.76,0.001814509,0.001215682,0.001316937,0.003516157,0.001564177,0.001354551,0.002467138
4534,72.81,36.66,72.785,36.635,-0.043475029,0.037721001,1641,302685,6480,0,0,0,0.668510421,0.342540712,-0.668510421,0.342540712,-0.701706756,0.313032921,1.157570735,0.106673899,0.871050269,0.078462078,1.059288399,0.049820567,0.271256861,0.383675381,1.17558181,0.283522447,5018.055421,449.0963211,-21.35,-14.58,-9.74,-2.31,2.07,5.61,9.77,12.92,7.15,-0.13,-7.66,-19.09,-3.11,0.001468387,0.001013048,0.001044043,0.002595544,0.001487729,0.001033649,0.00204836
4539,73.06,36.66,73.035,36.635,-0.036859906,0.046547563,2109,302300,3626,2034,719,18,0.719357316,0.292156892,-0.719357316,0.292156892,-0.7451388,0.270278321,1.151168768,0.09966591,0.875010907,0.073617988,1.060603753,0.045060978,0.208719587,0.289371676,1.126576643,0.243982899,4509.811348,348.0293801,-20.14,-14.19,-9.12,-2.67,1.31,5.3,11.68,15.69,8.32,-4.28,-9.23,-18.16,-2.96,0.001720546,0.001135351,0.001238507,0.003086907,0.002243407,0.001472166,0.002374387
4854,72.31,36.61,72.285,36.585,-0.021085805,0.054353766,1177,285688,21130,1818,299,137,0.415787223,0.344345803,-0.415787223,0.344345803,-0.474125203,0.312802145,1.172829115,0.062710309,0.855112603,0.046918267,1.012728583,0.050576585,0.498477771,0.368906443,1.406930788,0.315154049,3920.171578,577.7867209,-16.11,-8.52,-2.31,6.79,14.69,22.8,25.34,28.03,18.64,6.66,-1.42,-13.4,6.77,0.002276016,0.001360497,0.00148452,0.004240249,0.001432281,0.00159038,0.00263597
4859,72.56,36.61,72.535,36.585,0.041269722,0.070242982,16,194548,107861,7028,586,210,0.200573056,0.295258343,-0.200573056,0.295258343,-0.284658194,0.267947732,1.210933734,0.071899625,0.828808344,0.050943768,1.069791007,0.042775379,0.848974469,0.424066315,1.549849927,0.283770366,4012.43318,289.9418429,-16.82,-10.79,-1.33,6.63,12.82,25.06,27.69,31.04,19.59,8.37,0.73,-13.94,7.42,0.001814509,0.001215682,0.001316937,0.003516157,0.001564177,0.001354551,0.002467138
4864,72.81,36.61,72.785,36.585,0.14937057,0.146374175,3,57061,201390,20743,11806,19246,-0.0058113,0.142020166,0.0058113,0.142020166,-0.067971984,0.173494766,1.177019233,0.155629775,0.861450641,0.090930748,1.060774152,0.092660663,1.442890324,0.367635108,1.865434055,0.195635778,3283.608273,581.2837225,-10.7,-4.36,7.83,15.88,20.13,25.02,25.85,27.99,21.5,13.16,5.63,-8.05,11.66,0.001468387,0.001013048,0.001044043,0.002595544,0.001487729,0.001033649,0.00204836
4869,73.06,36.61,73.035,36.585,-0.03879529,0.039246319,6240,298495,5132,363,19,0,0.616560118,0.333332956,-0.616560118,0.333332956,-0.647689533,0.312593296,1.149186782,0.099558162,0.876651432,0.075509589,1.050243772,0.059365329,0.300115971,0.352708107,1.223922881,0.294193702,4900.520095,509.1623028,-20.87,-15,-10.13,-3.13,0.94,5.58,8.02,9.72,2.46,-4.95,-9.77,-18.87,-4.67,0.001720546,0.001135351,0.001238507,0.003086907,0.002243407,0.001472166,0.002374387
5181,72.16,36.56,72.135,36.535,-0.060050038,0.017841797,2448,308736,171,9,0,0,0.849600018,0.172640549,-0.849600018,0.172640549,-0.863291967,0.154981684,1.107974782,0.076388555,0.90693057,0.06370475,1.036653788,0.039157182,0.085815862,0.137070825,1.049439691,0.138079892,4529.428594,317.1980132,-21.47,-14.1,-8.12,-1.74,2.1,10.47,14.56,16.91,10.6,-2.12,-9.13,-18.57,-1.72,0.002498398,0.001154813,0.001031689,0.002974373,0.001020138,0.001205854,0.001763026
5186,72.41,36.56,72.385,36.535,0.107262657,0.123231241,923,114377,153208,26029,9423,7404,0.099230483,0.133348708,-0.099230483,0.133348708,-0.209250459,0.135911997,1.264041733,0.101843741,0.795363048,0.053235269,1.013577453,0.068190815,1.072134576,0.309389183,1.662611156,0.137025759,3007.788259,405.7966188,-8.79,-1.75,7.09,16.25,23.59,31.98,35.79,37.82,26.26,19.57,11.36,-6.53,16.05,0.002276016,0.001360497,0.00148452,0.004240249,0.001432281,0.00159038,0.00263597
5191,72.66,36.56,72.635,36.535,-0.021608567,0.049645797,289,277737,33252,86,0,0,0.539814172,0.449363765,-0.539814172,0.449363765,-0.582020368,0.411511805,1.164850561,0.097429834,0.864615787,0.073836516,1.089564946,0.058183781,0.491034705,0.624903847,1.301122416,0.423975451,4695.826312,351.184263,-19.92,-14.06,-7.9,-1.64,2.9,11.03,14.14,19.22,13.37,2.13,-5.13,-17.92,-0.32,0.001814509,0.001215682,0.001316937,0.003516157,0.001564177,0.001354551,0.002467138
5196,72.91,36.56,72.885,36.535,0.018482002,0.067314534,662,229742,75000,5820,120,20,0.176625878,0.355933322,-0.176625878,0.355933322,-0.229832993,0.336164748,1.131190696,0.066581573,0.887150602,0.053193074,1.063681575,0.059769314,0.917195051,0.549573243,1.675413535,0.386221211,4379.626074,506.1815854,-18.08,-11.85,-4.25,3.08,9.83,15.64,18.46,20.13,11.74,2.29,-4.97,-16.65,2.11,0.001468387,0.001013048,0.001044043,0.002595544,0.001487729,0.001033649,0.00204836
5507,71.96,36.51,71.935,36.485,-0.030852139,0.037433751,4807,303045,2910,0,0,0,0.45173951,0.387377549,-0.45173951,0.387377549,-0.513839469,0.337766621,1.168530305,0.119801808,0.865406652,0.094347102,1.048210331,0.060078029,0.477785339,0.427591471,1.350669131,0.314963666,4744.675167,523.308896,-19.35,-10.42,-6.14,-0.32,5.24,12.31,17.02,20.91,13.67,3.88,-2.83,-15.91,1.51,0.002742666,0.001562546,0.001519114,0.004903161,0.001333575,0.002066448,0.002472127
5512,72.21,36.51,72.185,36.485,-0.057123736,0.019945675,2503,308289,14,0,0,0,0.832635535,0.152033814,-0.832635535,0.152033814,-0.8456737,0.131846699,1.08292179,0.107588043,0.932439657,0.091133628,1.040730295,0.03117708,0.092966191,0.118731484,1.052253914,0.097689233,4922.970011,402.0353441,-22.16,-15.31,-11.18,-3.77,-0.54,3.91,7.93,10.55,6.31,-6.31,-11.84,-20.39,-5.23,0.002373402,0.001478784,0.001300516,0.003830971,0.001383299,0.00147285,0.002224494
5517,72.46,36.51,72.435,36.485,0.227998591,0.191491653,73,32306,162138,49323,23050,43915,0.104378648,0.135676999,-0.104378648,0.135676999,-0.234999968,0.169349126,1.342466394,0.196527497,0.758305052,0.092610459,1.02870572,0.116611222,1.387318906,0.420840162,1.634135956,0.119001405,3277.907906,375.2115817,-13.21,-5.13,6.01,15.92,24.62,32.02,33.48,33.57,23.68,15.53,4.66,-11.02,13.34,0.002131074,0.001375183,0.001319094,0.003524315,0.00151295,0.001245138,0.002322539
5522,72.71,36.51,72.685,36.485,0.146571977,0.172622455,301,73073,181721,16225,12050,27436,-0.004337046,0.143982993,0.004337046,0.143982993,-0.090755294,0.185756375,1.237431098,0.192106818,0.823101838,0.09792614,1.059125178,0.109005783,1.437505132,0.394268753,1.835106594,0.184540191,2928.832273,386.4559116,-10.73,-2.83,9.7,19.09,23.54,31.57,31,32.47,23.73,14.01,5.05,-4.7,14.32,0.001736422,0.001239011,0.001224669,0.003003933,0.001682908,0.001066176,0.002285604
5527,72.96,36.51,72.935,36.485,-0.056359658,0.023911042,1906,308454,340,106,0,0,0.792473344,0.230028576,-0.792473344,0.230028576,-0.811811612,0.21060311,1.13624042,0.073091256,0.88375337,0.056845184,1.03592791,0.039077637,0.130513986,0.189306402,1.089876418,0.179457497,4964.217992,384.3389593,-21.71,-16.07,-9.25,-3.46,0.85,5.74,9.63,13.49,5.7,-4.31,-10.16,-19.24,-4.07,0.001594251,0.001158693,0.001242573,0.002743429,0.001771291,0.001035185,0.002399198
5836,71.91,36.46,71.885,36.435,-0.035167275,0.032685863,2365,306346,2095,0,0,0,0.593137842,0.306631573,-0.593137842,0.306631573,-0.645216309,0.268733762,1.186955239,0.113653038,0.850662696,0.085973258,1.06038886,0.050563328,0.308999633,0.328013843,1.20079577,0.22898613,4989.062774,475.8675853,-24.67,-16.24,-10.5,-3.07,0.32,4.73,8.91,11.08,6.16,-4.97,-12.11,-22.66,-5.25,0.002769722,0.001624442,0.001627937,0.005346533,0.001325768,0.002262664,0.002630029
5841,72.16,36.46,72.135,36.435,0.002211637,0.055519239,493,276052,31898,1990,281,92,0.278061942,0.351394424,-0.278061942,0.351394424,-0.353526026,0.321920102,1.204287015,0.069818599,0.833198973,0.049103086,1.071512551,0.061129491,0.715133974,0.466259993,1.493018507,0.328470483,4032.271869,574.1829204,-14.67,-8.63,-2.68,5.23,13.15,19.48,19.92,21.93,16.66,7.91,0.01,-11.42,5.57,0.00238639,0.00154639,0.001343723,0.004029307,0.001424784,0.001558986,0.002291393
5846,72.41,36.46,72.385,36.435,0.177719735,0.16736288,392,53277,178262,36296,16903,25676,0.054812584,0.113183024,-0.054812584,0.113183024,-0.173273296,0.148792846,1.295951108,0.170136361,0.782021068,0.08001036,1.038247235,0.116935412,1.341891373,0.327765848,1.706348944,0.090702571,2987.901475,379.1612722,-10.96,-2.72,11.45,19.02,27.8,35.08,36.8,37.36,28.02,19.73,8.69,-4.83,17.12,0.00217048,0.001397119,0.001310099,0.003497553,0.001497552,0.001223027,0.002284569
5851,72.66,36.46,72.635,36.435,0.125217402,0.150491569,146,88885,181122,14493,6834,19326,0.014496117,0.121134526,-0.014496117,0.121134526,-0.110548445,0.154606118,1.23315261,0.164922551,0.821834199,0.082773754,1.045225092,0.09286422,1.308375804,0.342096191,1.796506695,0.149135269,3136.31749,490.9204812,-11.47,-5.2,7.19,19.28,23.99,30.29,30.43,32.63,22.58,14.83,3.94,-5.5,13.58,0.001749698,0.001258258,0.001207638,0.002968949,0.001686005,0.001032562,0.002236926
6160,71.61,36.41,71.585,36.385,-0.009616141,0.038208336,536,294834,15936,58,0,0,0.219108439,0.310752222,-0.219108439,0.310752222,-0.285190452,0.286819603,1.161482895,0.054953037,0.862980338,0.042783331,1.051441625,0.065151974,0.733087608,0.368291984,1.575349013,0.291170712,3992.659755,414.2643899,-14.42,-5.49,2.01,8.72,16.49,20.1,24.41,31.39,24.13,11.64,2.61,-11.26,9.19,0.002859914,0.001413879,0.001474648,0.004585757,0.002366831,0.002116904,0.00226443
6165,71.86,36.41,71.835,36.385,-0.032405577,0.020812995,1792,309548,24,0,0,0,0.775881155,0.122416937,-0.775881155,0.122416937,-0.785882986,0.096399972,1.029161528,0.123196904,0.984338523,0.106785218,1.02841976,0.031554808,0.124955293,0.088908215,1.096863382,0.073643778,6330.970881,563.5040371,-31.31,-24.28,-17.89,-8.66,-6.06,-3.16,1.34,4.61,-1.76,-13.57,-21.74,-28.44,-12.58,0.002769722,0.001624442,0.001627937,0.005346533,0.001325768,0.002262664,0.002630029
6170,72.11,36.41,72.085,36.385,-0.030493506,0.040506826,651,298043,12232,299,133,6,0.567599369,0.351234131,-0.567599369,0.351234131,-0.611572179,0.317407206,1.154692097,0.081709845,0.870492286,0.063470062,1.048828638,0.042091627,0.355188943,0.371264444,1.252778324,0.292912996,4411.684683,598.116092,-14.48,-9.08,-3.68,2.07,7.91,14.14,16.01,16.89,13.62,5.16,-1.65,-12.31,2.88,0.00238639,0.00154639,0.001343723,0.004029307,0.001424784,0.001558986,0.002291393
6175,72.36,36.41,72.335,36.385,0.183228472,0.174675883,144,47335,184234,36094,13855,29702,0.053572186,0.1281561,-0.053572186,0.1281561,-0.174682719,0.163694563,1.307601521,0.182112177,0.776180483,0.082984525,1.035601932,0.11976267,1.364734105,0.334813051,1.712764931,0.101132462,2675.668566,351.4517146,-9.04,-1.73,13.58,19.54,27.94,35.56,37.46,37.28,28.7,20.89,10.51,-3.76,18.08,0.00217048,0.001397119,0.001310099,0.003497553,0.001497552,0.001223027,0.002284569
6180,72.61,36.41,72.585,36.385,0.105577812,0.125587372,170,98279,181087,15516,5591,10721,-0.031551303,0.163257084,0.031551303,0.163257084,-0.051934809,0.175747597,1.196617496,0.131135473,0.843674028,0.074408107,1.070425547,0.081376098,1.407638873,0.412968695,1.884347291,0.222278274,3205.344177,703.127887,-11.87,-4.91,7.63,16.45,20.1,28.06,26.89,28.62,20.55,13.5,4.05,-3.5,12.13,0.001749698,0.001258258,0.001207638,0.002968949,0.001686005,0.001032562,0.002236926
6185,72.86,36.41,72.835,36.385,-0.042830899,0.040010217,1038,300090,9903,333,0,0,0.708125185,0.338766778,-0.708125185,0.338766778,-0.736548156,0.310291407,1.155961415,0.065059389,0.867894105,0.049948933,1.054984648,0.041897588,0.240225973,0.365869255,1.151421038,0.278246687,4841.07401,431.2460288,-21.64,-13.84,-8.14,-2.3,1.75,6.5,10.91,15.79,7.8,0.12,-4.96,-17.62,-2.14,0.001578681,0.001146859,0.001234589,0.002701614,0.001783057,0.000979485,0.002396139
6494,71.81,36.36,71.785,36.335,-0.050505465,0.031082832,7224,302704,320,1,0,0,0.595248655,0.319250473,-0.595248655,0.319250473,-0.640308784,0.278724324,1.149423463,0.110075196,0.878035803,0.084700744,1.026256652,0.063087064,0.292092062,0.294160765,1.237782265,0.249918571,4931.371524,395.5881541,-24.53,-16.29,-10.75,-3.18,1.1,7.48,14.16,17.64,11.07,-3.2,-11.4,-21.42,-3.28,0.002769722,0.001624442,0.001627937,0.005346533,0.001325768,0.002262664,0.002630029
6499,72.06,36.36,72.035,36.335,0.032790952,0.075763417,401,218262,84703,4319,1777,787,0.090832686,0.19270601,-0.090832686,0.19270601,-0.176243662,0.183503356,1.199438225,0.072844733,0.836729176,0.050324737,1.028816209,0.054171277,0.957898881,0.31895175,1.707218782,0.221271697,3544.920855,426.835394,-12.82,-5.41,3.35,12.42,19.37,25.2,28.16,28.24,19.69,12.62,5.94,-8.85,10.66,0.00238639,0.00154639,0.001343723,0.004029307,0.001424784,0.001558986,0.002291393
